Code_commune_INSEE,Nom_commune,Code_postal,Ligne_5,Libellé_d_acheminement,coordonnees_gps,Departement
38564,VOISSANT,38620,"",VOISSANT,"45.4793906375,5.70464271158",38
38022,LES AVENIERES VEYRINS THUELLIN,38630,VEYRINS THUELLIN,LES AVENIERES VEYRINS THUELLIN,"45.6426437379,5.56958624007",38
38022,LES AVENIERES VEYRINS THUELLIN,38630,THUELLIN,LES AVENIERES VEYRINS THUELLIN,"45.6426437379,5.56958624007",38
38022,LES AVENIERES VEYRINS THUELLIN,38630,LES AVENIERES,LES AVENIERES VEYRINS THUELLIN,"45.6426437379,5.56958624007",38
38124,CORBELIN,38630,"",CORBELIN,"45.6024192088,5.55271499318",38
38111,CLAIX,38640,"",CLAIX,"45.1224170897,5.65707336922",38
38242,MONESTIER DE CLERMONT,38650,"",MONESTIER DE CLERMONT,"44.9212938968,5.63637364417",38
38438,ST PAUL LES MONESTIER,38650,"",ST PAUL LES MONESTIER,"44.9274219036,5.61388149441",38
38513,TREFFORT,38650,"",TREFFORT,"44.9030153722,5.6617115745",38
38355,ST ANDEOL,38650,"",ST ANDEOL,"44.9498407462,5.51699741811",38
38023,AVIGNONET,38650,"",AVIGNONET,"44.9575987733,5.67358379925",38
38090,CHATEAU BERNARD,38650,"",CHATEAU BERNARD,"44.9815645437,5.56326109526",38
38115,ST MARTIN DE LA CLUZE,38650,"",ST MARTIN DE LA CLUZE,"44.9895989377,5.66101914988",38
38186,GRESSE EN VERCORS,38650,"",GRESSE EN VERCORS,"44.8864255639,5.525804416",38
38391,ST GUILLAUME,38650,"",ST GUILLAUME,"44.9453659385,5.59084549964",38
38342,ROISSARD,38650,"",ROISSARD,"44.884456212,5.63550064457",38
38429,ST MICHEL LES PORTES,38650,"",ST MICHEL LES PORTES,"44.8650406452,5.59014871863",38
38492,SINARD,38650,"",SINARD,"44.9430987654,5.65579105811",38
38214,LUMBIN,38660,"",LUMBIN,"45.3040708213,5.91320283012",38
38417,STE MARIE D ALLOIX,38660,"",STE MARIE D ALLOIX,"45.3845890951,5.97577742061",38
38503,LA TERRASSE,38660,"",LA TERRASSE,"45.3253741747,5.93145053792",38
38466,ST VINCENT DE MERCUZE,38660,"",ST VINCENT DE MERCUZE,"45.3749280893,5.95880834631",38
38395,PLATEAU DES PETITES ROCHES,38660,ST HILAIRE,PLATEAU DES PETITES ROCHES,"45.3128224472,5.87842750871",38
38395,PLATEAU DES PETITES ROCHES,38660,ST PANCRASSE,PLATEAU DES PETITES ROCHES,"45.3128224472,5.87842750871",38
38395,PLATEAU DES PETITES ROCHES,38660,ST BERNARD,PLATEAU DES PETITES ROCHES,"45.3128224472,5.87842750871",38
38418,STE MARIE DU MONT,38660,"",STE MARIE DU MONT,"45.4062736697,5.93038202226",38
38511,LE TOUVET,38660,"",LE TOUVET,"45.3514959567,5.94615794112",38
38087,CHASSE SUR RHONE,38670,"",CHASSE SUR RHONE,"45.5797669773,4.81420294395",38
38356,ST ANDRE EN ROYANS,38680,"",ST ANDRE EN ROYANS,"45.0832051163,5.33670560585",38
38018,AUBERIVES EN ROYANS,38680,"",AUBERIVES EN ROYANS,"45.0650470606,5.31134637668",38
38108,CHORANCHE,38680,"",CHORANCHE,"45.071206623,5.39354497889",38
38319,PONT EN ROYANS,38680,"",PONT EN ROYANS,"45.0609236607,5.34591472176",38
38333,RENCUREL,38680,"",RENCUREL,"45.1183407921,5.47287803693",38
38409,ST JUST DE CLAIX,38680,"",ST JUST DE CLAIX,"45.0770717878,5.27949580181",38
38092,CHATELUS,38680,"",CHATELUS,"45.0542328632,5.38957416574",38
38322,PRESLES,38680,"",PRESLES,"45.0933071522,5.40540834704",38
38038,BELMONT,38690,"",BELMONT,"45.4741428026,5.36378238823",38
38042,BEVENAIS,38690,"",BEVENAIS,"45.3935194103,5.39259917103",38
38046,BIZONNES,38690,"",BIZONNES,"45.4468823262,5.37901659647",38
38167,FLACHERES,38690,"",FLACHERES,"45.4696097996,5.31533464507",38
38044,BIOL,38690,"",BIOL,"45.4963748824,5.36908721787",38
38063,BURCIN,38690,"",BURCIN,"45.4333439641,5.44768050206",38
38159,EYDOCHE,38690,"",EYDOCHE,"45.4427304269,5.33251979279",38
38065,CHABONS,38690,"",CHABONS,"45.4485453876,5.42585886408",38
38182,LE GRAND LEMPS,38690,"",LE GRAND LEMPS,"45.3962642718,5.4186427969",38
38213,LONGECHENAL,38690,"",LONGECHENAL,"45.4228948785,5.3603298976",38
38257,MONTREVEL,38690,"",MONTREVEL,"45.4771327346,5.40739444993",38
38508,TORCHEFELON,38690,"",TORCHEFELON,"45.5189293632,5.40282237683",38
38118,COLOMBE,38690,"",COLOMBE,"45.3941269048,5.4492922949",38
38287,OYEU,38690,"",OYEU,"45.4274505456,5.48004933768",38
38380,ST DIDIER DE BIZONNES,38690,"",ST DIDIER DE BIZONNES,"45.4613188119,5.34474582164",38
38126,CORENC,38700,"",CORENC,"45.2267664587,5.75814470454",38
38471,LE SAPPEY EN CHARTREUSE,38700,"",LE SAPPEY EN CHARTREUSE,"45.26521241,5.78391032229",38
38472,SARCENAS,38700,"",SARCENAS,"45.2847568738,5.75992972544",38
38516,LA TRONCHE,38700,"",LA TRONCHE,"45.2104409255,5.74343326974",38
38366,ST BAUDILLE ET PIPET,38710,"",ST BAUDILLE ET PIPET,"44.7829562969,5.77824884395",38
38403,ST JEAN D HERANS,38710,"",ST JEAN D HERANS,"44.854865998,5.75330936496",38
38208,LAVARS,38710,"",LAVARS,"44.8532022659,5.6791569867",38
38456,CHATEL EN TRIEVES,38710,ST SEBASTIEN,CHATEL EN TRIEVES,"44.8487244503,5.80401345281",38
38127,CORNILLON EN TRIEVES,38710,"",CORNILLON EN TRIEVES,"44.8352198682,5.70360682162",38
38226,MENS,38710,"",MENS,"44.8147716057,5.75218343717",38
38226,MENS,38710,ST GENIS,MENS,"44.8147716057,5.75218343717",38
38321,PREBOIS,38710,"",PREBOIS,"44.7780001917,5.71068390088",38
38456,CHATEL EN TRIEVES,38710,CORDEAC,CHATEL EN TRIEVES,"44.8487244503,5.80401345281",38
38514,TREMINIS,38710,"",TREMINIS,"44.7326500492,5.77205743161",38
38292,VILLAGES DU LAC DE PALADRU,38730,LE PIN,VILLAGES DU LAC DE PALADRU,"45.4823189588,5.55281402751",38
38520,VALENCOGNE,38730,"",VALENCOGNE,"45.491469171,5.53064398602",38
38560,VAL DE VIRIEU,38730,VIRIEU,VAL DE VIRIEU,"45.4710107219,5.47722792273",38
38147,DOISSIN,38730,"",DOISSIN,"45.5015004907,5.42840010455",38
38560,VAL DE VIRIEU,38730,PANISSAGE,VAL DE VIRIEU,"45.4710107219,5.47722792273",38
38047,BLANDIN,38730,"",BLANDIN,"45.4796488543,5.44663594679",38
38089,CHASSIGNIEU,38730,"",CHASSIGNIEU,"45.501095883,5.51287218858",38
38098,CHELIEU,38730,"",CHELIEU,"45.5077827268,5.48032836102",38
38073,CHANTEPERIER,38740,LE PERIER,CHANTEPERIER,"44.9859421745,5.97635547463",38
38522,VALJOUFFREY,38740,"",VALJOUFFREY,"44.8815349113,6.07950399615",38
38073,CHANTEPERIER,38740,CHANTELOUVE,CHANTEPERIER,"44.9859421745,5.97635547463",38
38154,ENTRAIGUES,38740,"",ENTRAIGUES,"44.8898827456,5.96388383994",38
38518,VALBONNAIS,38740,"",VALBONNAIS,"44.8979470948,5.9099695622",38
38191,HUEZ,38750,L ALPE D HUEZ,HUEZ,"45.0969425761,6.08474810987",38
38191,HUEZ,38750,"",HUEZ,"45.0969425761,6.08474810987",38
38436,ST PAUL DE VARCES,38760,"",ST PAUL DE VARCES,"45.0648676926,5.63101144999",38
38524,VARCES ALLIERES ET RISSET,38760,"",VARCES ALLIERES ET RISSET,"45.0908638366,5.67685585853",38
38254,MONTEYNARD,38770,"",MONTEYNARD,"44.9804441631,5.70223795368",38
38266,LA MOTTE ST MARTIN,38770,"",LA MOTTE ST MARTIN,"44.9463782517,5.71905629",38
38265,LA MOTTE D AVEILLANS,38770,"",LA MOTTE D AVEILLANS,"44.9538042858,5.74061628368",38
38480,SEPTEME,38780,"",SEPTEME,"45.5481011598,4.98525636535",38
38157,ESTRABLIN,38780,"",ESTRABLIN,"45.5136075933,4.95889651862",38
38288,OYTIER ST OBLAS,38780,"",OYTIER ST OBLAS,"45.5646344835,5.03134323358",38
38318,PONT EVEQUE,38780,"",PONT EVEQUE,"45.5342814016,4.92402983198",38
38160,EYZIN PINET,38780,"",EYZIN PINET,"45.4781067325,4.99820728602",38
38480,SEPTEME,38780,LE PEAGE,SEPTEME,"45.5481011598,4.98525636535",38
38480,SEPTEME,38780,SOUS COTE,SEPTEME,"45.5481011598,4.98525636535",38
38081,CHARANTONNAY,38790,"",CHARANTONNAY,"45.5380647102,5.11609065065",38
38389,ST GEORGES D ESPERANCHE,38790,COMBE ROUSSE,ST GEORGES D ESPERANCHE,"45.5603583404,5.0798569447",38
38389,ST GEORGES D ESPERANCHE,38790,"",ST GEORGES D ESPERANCHE,"45.5603583404,5.0798569447",38
38144,DIEMOZ,38790,"",DIEMOZ,"45.5886339429,5.08869481653",38
38068,CHAMPAGNIER,38800,"",CHAMPAGNIER,"45.11071592,5.72119318061",38
38317,LE PONT DE CLAIX,38800,"",LE PONT DE CLAIX,"45.1259127487,5.70193593188",38
38439,CRETS EN BELLEDONNE,38830,ST PIERRE D ALLEVARD,CRETS EN BELLEDONNE,"45.3573537268,6.0451681388",38
38370,ST BONNET DE CHAVAGNE,38840,"",ST BONNET DE CHAVAGNE,"45.1216780854,5.22815557766",38
38495,LA SONE,38840,"",LA SONE,"45.1166600305,5.28073341872",38
38394,ST HILAIRE DU ROSIER,38840,"",ST HILAIRE DU ROSIER,"45.0907903238,5.25013852882",38
38410,ST LATTIER,38840,"",ST LATTIER,"45.0933060303,5.18523637419",38
38105,CHIRENS,38850,"",CHIRENS,"45.4166318565,5.556774983",38
38082,CHARAVINES,38850,"",CHARAVINES,"45.4275810655,5.51841184282",38
38043,BILIEU,38850,"",BILIEU,"45.4461611441,5.55137429348",38
38292,VILLAGES DU LAC DE PALADRU,38850,PALADRU,VILLAGES DU LAC DE PALADRU,"45.4823189588,5.55281402751",38
38253,LES DEUX ALPES,38860,L ALPE DE MONT DE LANS,LES DEUX ALPES,"45.0159885994,6.13818619624",38
38253,LES DEUX ALPES,38860,MONT DE LANS,LES DEUX ALPES,"45.0159885994,6.13818619624",38
38253,LES DEUX ALPES,38860,VENOSC LES DEUX ALPES,LES DEUX ALPES,"45.0159885994,6.13818619624",38
38253,LES DEUX ALPES,38860,L ALPE DE VENOSC,LES DEUX ALPES,"45.0159885994,6.13818619624",38
38457,ST SIMEON DE BRESSIEUX,38870,"",ST SIMEON DE BRESSIEUX,"45.3258985851,5.26249818332",38
38440,ST PIERRE DE BRESSIEUX,38870,"",ST PIERRE DE BRESSIEUX,"45.301403987,5.29999858329",38
38056,BRESSIEUX,38870,"",BRESSIEUX,"45.3220838,5.2775300501",38
38225,AUTRANS MEAUDRE EN VERCORS,38880,AUTRANS,AUTRANS MEAUDRE EN VERCORS,"45.1321769623,5.52869303726",38
38250,MONTCARRA,38890,"",MONTCARRA,"45.6090751689,5.39984266254",38
38525,VASSELIN,38890,"",VASSELIN,"45.6284390051,5.45056070487",38
38374,ST CHEF,38890,"",ST CHEF,"45.6409450603,5.36204346539",38
38467,SALAGNON,38890,"",SALAGNON,"45.6684234149,5.35714106149",38
38546,VIGNIEU,38890,"",VIGNIEU,"45.6317039689,5.42138365917",38
38140,CROLLES,38920,"",CROLLES,"45.2820293287,5.88883985593",38
38103,CHICHILIANNE,38930,"",CHICHILIANNE,"44.8077793514,5.53905603141",38
38243,LE MONESTIER DU PERCY,38930,"",LE MONESTIER DU PERCY,"44.7844141969,5.64878046907",38
38301,PERCY,38930,"",LE PERCY,"44.7891162119,5.62604125349",38
38419,ST MARTIN DE CLELLES,38930,"",ST MARTIN DE CLELLES,"44.8467463314,5.60218937166",38
38424,ST MAURICE EN TRIEVES,38930,"",ST MAURICE EN TRIEVES,"44.759901088,5.65305206004",38
38113,CLELLES,38930,"",CLELLES EN TRIEVES,"44.8246711556,5.62901849156",38
38204,LALLEY,38930,"",LALLEY,"44.74656983,5.68463742085",38
38347,ROYBON,38940,"",ROYBON,"45.248160347,5.24908854809",38
38255,MONTFALCON,38940,"",MONTFALCON,"45.2603695756,5.17123092674",38
38379,ST CLAIR SUR GALAURE,38940,"",ST CLAIR SUR GALAURE,"45.2727108689,5.14759857127",38
38423,ST MARTIN LE VINOUX,38950,"",ST MARTIN LE VINOUX,"45.2194259388,5.71511762221",38
38328,QUAIX EN CHARTREUSE,38950,"",QUAIX EN CHARTREUSE,"45.2568837675,5.73045716055",38
38383,ST ETIENNE DE CROSSEY,38960,"",ST ETIENNE DE CROSSEY,"45.3796872392,5.63667290374",38
38362,ST AUPRE,38960,"",ST AUPRE,"45.4060612976,5.66175249107",38
38008,AMBEL,38970,"",AMBEL,"44.7995432334,5.93325975329",38
38414,STE LUCE,38970,"",STE LUCE,"44.8504153429,5.90543846045",38
38031,BEAUFIN,38970,"",BEAUFIN,"44.7869957954,5.95901244444",38
38132,LES COTES DE CORPS,38970,"",LES COTES DE CORPS,"44.8410265089,5.93082364878",38
38241,MONESTIER D AMBEL,38970,"",MONESTIER D AMBEL,"44.7690427693,5.92456495865",38
38329,QUET EN BEAUMONT,38970,"",QUET EN BEAUMONT,"44.8366691536,5.87794751381",38
38128,CORPS,38970,"",CORPS,"44.8199101322,5.94147206383",38
38299,PELLAFOL,38970,"",PELLAFOL,"44.7819380023,5.88025716303",38
38469,LA SALETTE FALLAVAUX,38970,"",LA SALETTE FALLAVAUX,"44.8433178683,5.98498987593",38
38561,VIRIVILLE,38980,"",VIRIVILLE,"45.3050296653,5.20262742852",38
38093,CHATENAY,38980,"",CHATENAY,"45.3294698557,5.22927458639",38
38221,MARNANS,38980,"",MARNANS,"45.2892320026,5.24958974003",38
39300,LONS LE SAUNIER,39000,"",LONS LE SAUNIER,"46.6744796278,5.55733212947",39
39150,CHOISEY,39100,"",CHOISEY,"47.0588384803,5.45057837104",39
39573,VILLETTE LES DOLE,39100,"",VILLETTE LES DOLE,"47.0447105798,5.49409739566",39
39101,CHAMPVANS,39100,"",CHAMPVANS,"47.1021842612,5.42048711833",39
39182,CRISSEY,39100,"",CRISSEY,"47.0503243045,5.47819873684",39
39252,GEVRY,39100,"",GEVRY,"47.0322816848,5.44484425486",39
39501,SAMPANS,39100,"",SAMPANS,"47.127381536,5.44517926709",39
39078,BREVANS,39100,"",BREVANS,"47.1007698445,5.52282272719",39
39198,DOLE,39100,GOUX,DOLE,"47.0755452538,5.50062446099",39
39233,FOUCHERANS,39100,"",FOUCHERANS,"47.0856433661,5.44430100511",39
39270,JOUHE,39100,"",JOUHE,"47.1398982403,5.48513402798",39
39198,DOLE,39100,"",DOLE,"47.0755452538,5.50062446099",39
39198,DOLE,39100,ST YLIE,DOLE,"47.0755452538,5.50062446099",39
39030,AUTHUME,39100,"",AUTHUME,"47.1250671722,5.50826789113",39
39042,BAVERANS,39100,"",BAVERANS,"47.1054660171,5.53628421421",39
39345,MONNIERES,39100,"",MONNIERES,"47.1140594899,5.46044213238",39
39405,PARCEY,39100,"",PARCEY,"47.0223001054,5.47952052073",39
39072,BRACON,39110,"",BRACON,"46.9256272441,5.86757188108",39
39103,LA CHAPELLE SUR FURIEUSE,39110,"",LA CHAPELLE SUR FURIEUSE,"46.9888982082,5.85798769424",39
39436,PONT D HERY,39110,FONTENY,PONT D HERY,"46.8762807232,5.89928454106",39
39436,PONT D HERY,39110,MOUTAINE,PONT D HERY,"46.8762807232,5.89928454106",39
39529,THESY,39110,"",THESY,"46.9050803544,5.92892150176",39
39586,ARESCHES,39110,"",ARESCHES,"46.8933326292,5.91985610861",39
39006,AIGLEPIERRE,39110,"",AIGLEPIERRE,"46.9553944509,5.80953794446",39
39009,ANDELOT EN MONTAGNE,39110,"",ANDELOT EN MONTAGNE,"46.8591094265,5.9289781242",39
39147,CHILLY SUR SALINS,39110,"",CHILLY SUR SALINS,"46.8697346286,5.85796704483",39
39497,SAIZENAY,39110,"",SAIZENAY,"46.9701806797,5.93379044205",39
39202,DOURNON,39110,"",DOURNON,"46.9321643123,5.97063569174",39
39500,SALINS LES BAINS,39110,"",SALINS LES BAINS,"46.9478351925,5.89762240995",39
39155,CLUCY,39110,"",CLUCY,"46.9461704055,5.91685452628",39
39248,GERAISE,39110,"",GERAISE,"46.9582339732,5.95511287439",39
39267,IVORY,39110,"",IVORY,"46.8986920683,5.84966493712",39
39291,LEMUY,39110,"",LEMUY,"46.889073622,5.98241424914",39
39359,MONTMARLON,39110,"",MONTMARLON,"46.87302574,5.96629816097",39
39436,PONT D HERY,39110,"",PONT D HERY,"46.8762807232,5.89928454106",39
39444,PRETIN,39110,"",PRETIN,"46.9318790423,5.83502005911",39
39495,ST THIEBAUD,39110,"",ST THIEBAUD,"46.9717927523,5.8808709853",39
39004,ABERGEMENT LES THESY,39110,"",ABERGEMENT LES THESY,"46.9134980199,5.94569839295",39
39084,CERNANS,39110,"",CERNANS,"46.9343211214,5.9394436656",39
39133,CHAUX CHAMPAGNY,39110,"",CHAUX CHAMPAGNY,"46.8831143398,5.87949383777",39
39133,CHAUX CHAMPAGNY,39110,CHAMPAGNY,CHAUX CHAMPAGNY,"46.8831143398,5.87949383777",39
39268,IVREY,39110,"",IVREY,"46.9896694656,5.89705874388",39
39315,MARNOZ,39110,"",MARNOZ,"46.9538587219,5.83609760607",39
39022,ASNANS BEAUVOISIN,39120,"",ASNANS BEAUVOISIN,"46.9370009894,5.39677070986",39
39022,ASNANS BEAUVOISIN,39120,BEAUVOISIN,ASNANS BEAUVOISIN,"46.9370009894,5.39677070986",39
39034,BALAISEAUX,39120,"",BALAISEAUX,"46.9676282435,5.46210050966",39
39077,BRETENIERES,39120,"",BRETENIERES,"46.9199425339,5.53800376406",39
39193,LE DESCHAUX,39120,"",LE DESCHAUX,"46.9505140483,5.49877819906",39
39211,LES ESSARDS TAIGNEVAUX,39120,"",LES ESSARDS TAIGNEVAUX,"46.9035384189,5.41523803268",39
39128,CHAUSSIN,39120,"",CHAUSSIN,"46.973824579,5.40270953105",39
39245,GATEY,39120,"",GATEY,"46.9455665112,5.45611135598",39
39299,LONGWY SUR LE DOUBS,39120,"",LONGWY SUR LE DOUBS,"46.965571307,5.35428928661",39
39415,PETIT NOIR,39120,"",PETIT NOIR,"46.9324882884,5.33765918128",39
39512,SERGENON,39120,"",SERGENON,"46.9021977763,5.46665354041",39
39570,VILLERS LES BOIS,39120,"",VILLERS LES BOIS,"46.9258758572,5.56896755251",39
39011,ANNOIRE,39120,"",ANNOIRE,"46.9585671932,5.27702969888",39
39138,CHEMIN,39120,"",CHEMIN,"46.9769333115,5.31259454731",39
39385,NEUBLANS ABERGEMENT,39120,ABERGEMENT ST JEAN,NEUBLANS ABERGEMENT,"46.9040741283,5.33914629457",39
39412,PESEUX,39120,"",PESEUX,"46.9935199025,5.36641787398",39
39507,SELIGNEY,39120,"",SELIGNEY,"46.9441078421,5.54072749866",39
39571,VILLERS ROBERT,39120,"",VILLERS ROBERT,"46.967058004,5.5201774249",39
39090,CHAINEE DES COUPIS,39120,"",CHAINEE DES COUPIS,"46.9220207447,5.43463248879",39
39266,LES HAYS,39120,"",LES HAYS,"46.9085311513,5.39082220543",39
39448,RAHON,39120,"",RAHON,"46.9938029264,5.47383936755",39
39490,ST LOUP,39120,"",ST LOUP,"46.9965194373,5.30532053825",39
39525,TASSENIERES,39120,"",TASSENIERES,"46.9232742265,5.51257337685",39
39139,CHENE BERNARD,39120,"",CHENE BERNARD,"46.917901439,5.46969645181",39
39385,NEUBLANS ABERGEMENT,39120,"",NEUBLANS ABERGEMENT,"46.9040741283,5.33914629457",39
39429,PLEURE,39120,"",PLEURE,"46.9155544802,5.46006716297",39
39477,ST BARAING,39120,"",ST BARAING,"46.9866522885,5.43420518172",39
39118,CHATEL DE JOUX,39130,"",CHATEL DE JOUX,"46.5296472131,5.80925298746",39
39230,FONTENU,39130,"",FONTENU,"46.6719633574,5.81528631175",39
39278,LARGILLAY MARSONNAY,39130,"",LARGILLAY MARSONNAY,"46.5560198028,5.66558400939",39
39061,BOISSIA,39130,"",BOISSIA,"46.5806605913,5.7211528831",39
39063,BONLIEU,39130,"",BONLIEU,"46.5968045882,5.8566003581",39
39107,CHARCIER,39130,"",CHARCIER,"46.6290312371,5.7635543146",39
39143,CHEVROTAINE,39130,"",CHEVROTAINE,"46.6528649109,5.86000659207",39
39201,DOUCIER,39130,"",DOUCIER,"46.6499567029,5.77799951166",39
39216,ETIVAL,39130,LES RONCHAUX,ETIVAL,"46.4917221843,5.79388173937",39
39408,PATORNAY,39130,"",PATORNAY,"46.5873552855,5.70873502503",39
39435,PONT DE POITTE,39130,"",PONT DE POITTE,"46.5717848345,5.68822628964",39
39538,UXELLES,39130,"",UXELLES,"46.6023318887,5.79058754069",39
39556,VERTAMBOZ,39130,"",VERTAMBOZ,"46.6012469433,5.7478516954",39
39038,BARESIA SUR L AIN,39130,"",BARESIA SUR L AIN,"46.5423863314,5.70324307586",39
39109,CHAREZIER,39130,"",CHAREZIER,"46.6145121643,5.72720293776",39
39322,MENETRUX EN JOUX,39130,"",MENETRUX EN JOUX,"46.6239722837,5.83804866069",39
39505,SAUGEOT,39130,"",SAUGEOT,"46.6037434659,5.82427975186",39
39058,BLYE,39130,"",BLYE,"46.6284281077,5.69599874066",39
39154,CLAIRVAUX LES LACS,39130,"",CLAIRVAUX LES LACS,"46.5646560659,5.75476433887",39
39156,COGNA,39130,"",COGNA,"46.5867008206,5.77312051776",39
39192,DENEZIERES,39130,"",DENEZIERES,"46.6244113677,5.80050355357",39
39216,ETIVAL,39130,"",ETIVAL,"46.4917221843,5.79388173937",39
39239,LA FRASNEE,39130,"",LA FRASNEE,"46.5611032871,5.80120457498",39
39493,ST MAURICE CRILLAT,39130,"",ST MAURICE CRILLAT,"46.5680782643,5.83386083988",39
39493,ST MAURICE CRILLAT,39130,CRILLAT,ST MAURICE CRILLAT,"46.5680782643,5.83386083988",39
39531,THOIRIA,39130,"",THOIRIA,"46.5197602704,5.74628964258",39
39122,CHATILLON,39130,"",CHATILLON,"46.6626648157,5.7273967644",39
39240,LE FRASNOIS,39130,"",LE FRASNOIS,"46.6361110907,5.89061826384",39
39265,HAUTECOUR,39130,"",HAUTECOUR,"46.5618581979,5.78248121784",39
39313,MARIGNY,39130,"",MARIGNY,"46.67956984,5.77875923329",39
39326,MESNOIS,39130,"",MESNOIS,"46.5942298159,5.67721332871",39
39473,SAFFLOZ,39130,"",SAFFLOZ,"46.6690423566,5.86347690885",39
39518,SONGESON,39130,"",SONGESON,"46.6469389585,5.83038429289",39
39519,SOUCIA,39130,"",SOUCIA,"46.5406307782,5.75722120552",39
39104,CHAPELLE VOLAND,39140,"",CHAPELLE VOLAND,"46.8008280334,5.38064900951",39
39279,LARNAUD,39140,"",LARNAUD,"46.7068129495,5.45782797835",39
39379,NANCE,39140,"",NANCE,"46.7487669868,5.42262133247",39
39017,ARLAY,39140,"",ARLAY,"46.7695260312,5.52939356263",39
39056,BLETTERANS,39140,"",BLETTERANS,"46.7316211339,5.42781411933",39
39160,COMMENAILLES,39140,"",COMMENAILLES,"46.8055925733,5.43718044801",39
39456,RELANS,39140,"",RELANS,"46.7663121226,5.43804546339",39
39167,COSGES,39140,"",COSGES,"46.7469594031,5.39199282971",39
39229,FONTAINEBRUX,39140,"",FONTAINEBRUX,"46.6967309951,5.43737795518",39
39574,VILLEVIEUX,39140,"",VILLEVIEUX,"46.7279455221,5.44793336275",39
39194,DESNES,39140,"",DESNES,"46.7681304523,5.46790509865",39
39457,LES REPOTS,39140,"",LES REPOTS,"46.6851813053,5.413825352",39
39471,RUFFEY SUR SEILLE,39140,"",RUFFEY SUR SEILLE,"46.7294818864,5.49587228599",39
39130,NANCHEZ,39150,CHAUX DES PRES,NANCHEZ,"46.4998251911,5.8576069903",39
39131,LA CHAUX DU DOMBIEF,39150,"",CHAUX DU DOMBIEF,"46.607697996,5.90655686239",39
39424,LES PLANCHES EN MONTAGNE,39150,"",LES PLANCHES EN MONTAGNE,"46.6636417264,6.00067607182",39
39052,BIEF DES MAISONS,39150,"",BIEF DES MAISONS,"46.7038559187,6.04967687137",39
39091,LES CHALESMES,39150,"",LES CHALESMES,"46.6920276055,6.02602567308",39
39130,NANCHEZ,39150,PRENOVEL,NANCHEZ,"46.4998251911,5.8576069903",39
39232,FORT DU PLASNE,39150,"",FORT DU PLASNE,"46.6232367708,5.98199426982",39
39129,CHAUX DES CROTENAY,39150,"",CHAUX DES CROTENAY,"46.6627966943,5.95679629516",39
39208,ENTRE DEUX MONTS,39150,"",ENTRE DEUX MONTS,"46.6418277764,5.96335061438",39
39494,ST PIERRE,39150,"",ST PIERRE,"46.5683636515,5.90301429491",39
39126,LA CHAUMUSSE,39150,"",LA CHAUMUSSE,"46.6006202227,5.94399129597",39
39258,GRANDE RIVIERE CHATEAU,39150,GRANDE RIVIERE,GRANDE RIVIERE CHATEAU,"46.5345269468,5.90836886735",39
39258,GRANDE RIVIERE CHATEAU,39150,RIVIERE DEVANT,GRANDE RIVIERE CHATEAU,"46.5345269468,5.90836886735",39
39271,LAC DES ROUGES TRUITES,39150,"",LAC DES ROUGES TRUITES,"46.6006239723,6.01003067778",39
39130,NANCHEZ,39150,LES CROZATS,NANCHEZ,"46.4998251911,5.8576069903",39
39130,NANCHEZ,39150,LES PIARDS,NANCHEZ,"46.4998251911,5.8576069903",39
39258,GRANDE RIVIERE CHATEAU,39150,CHATEAU DES PRES,GRANDE RIVIERE CHATEAU,"46.5345269468,5.90836886735",39
39424,LES PLANCHES EN MONTAGNE,39150,LA PERRENA,LES PLANCHES EN MONTAGNE,"46.6636417264,6.00067607182",39
39487,ST LAURENT EN GRANDVAUX,39150,"",ST LAURENT EN GRANDVAUX,"46.5694227071,5.96258087921",39
39209,VAL D EPY,39160,"",VAL D EPY,"46.3756497717,5.39068206826",39
39209,VAL D EPY,39160,POISOUX,VAL D EPY,"46.3756497717,5.39068206826",39
39346,MONTAGNA LE RECONDUIT,39160,"",MONTAGNA LE RECONDUIT,"46.4549069839,5.39107165834",39
39378,LES TROIS CHATEAUX,39160,L AUBEPIN,LES TROIS CHATEAUX,"46.4197619267,5.34914344308",39
39475,ST AMOUR,39160,"",ST AMOUR,"46.4375471402,5.33561825227",39
39209,VAL D EPY,39160,NANTEY,VAL D EPY,"46.3756497717,5.39068206826",39
39378,LES TROIS CHATEAUX,39160,CHAZELLES,LES TROIS CHATEAUX,"46.4197619267,5.34914344308",39
39378,LES TROIS CHATEAUX,39160,NANC LES ST AMOUR,LES TROIS CHATEAUX,"46.4197619267,5.34914344308",39
39551,VERIA,39160,"",VERIA,"46.4578080563,5.42219614387",39
39035,BALANOD,39160,"",BALANOD,"46.4554239007,5.35090483871",39
39378,LES TROIS CHATEAUX,39160,ST JEAN D ETREUX,LES TROIS CHATEAUX,"46.4197619267,5.34914344308",39
39209,VAL D EPY,39160,LANERIA,VAL D EPY,"46.3756497717,5.39068206826",39
39209,VAL D EPY,39160,SENAUD,VAL D EPY,"46.3756497717,5.39068206826",39
39532,THOISSIA,39160,"",THOISSIA,"46.4261882926,5.39554935173",39
39286,LAVANS LES ST CLAUDE,39170,LIZON,LAVANS LES ST CLAUDE,"46.3901726307,5.77719970471",39
39286,LAVANS LES ST CLAUDE,39170,PRATZ,LAVANS LES ST CLAUDE,"46.3901726307,5.77719970471",39
39293,LESCHERES,39170,"",LESCHERES,"46.4602324129,5.829681829",39
